Main_Feature,Province,Sub_Feature,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2021,2022,Sơ bộ 2022
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Nam Định(*),Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,18.5,,18.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Ninh Bình,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,19,,19,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Trung du và miền núi phía Bắc,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,25.3,,25.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Giang,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,29.5,,29.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cao Bằng,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,28,,28,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Kạn,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,26.3,,26.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tuyên Quang,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,24,,24,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lào Cai,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,28.2,,28.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Yên Bái,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,24.9,,24.9,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thái Nguyên,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,21,,21,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lạng Sơn,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,22.8,,22.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Giang,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.8,,20.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Thọ,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,22.1,,22.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Điện Biên,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,27,,27,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lai Châu,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,28.5,,28.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Sơn La,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,28.2,,28.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hòa Bình,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,22.7,,22.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Trung Bộ và Duyên hải miền Trung,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,22.4,,22.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thanh Hóa,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,25.2,,25.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Nghệ An,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,26,,26,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Tĩnh,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,24.4,,24.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Bình,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,24.8,,24.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Trị,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,24.3,,24.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thừa Thiên - Huế,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,21.6,,21.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đà Nẵng,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,12.4,,12.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Nam,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,23.3,,23.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Ngãi,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.9,,20.9,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Định,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,21.2,,21.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Yên,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,23.7,,23.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Khánh Hòa,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,19,,19,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Ninh Thuận,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,23.3,,23.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Thuận,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,23.9,,23.9,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Nguyên,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,27,,27,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Kon Tum,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,30.2,,30.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Gia Lai,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,29.3,,29.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Lắk,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,28.3,,28.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Nông,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,27.2,,27.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lâm Đồng,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.1,,20.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đông Nam Bộ,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,15.8,,15.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Phước,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,23.8,,23.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Ninh,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,19.2,,19.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Dương,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,18.3,,18.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng Nai,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.7,,20.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bà Rịa - Vũng Tàu,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,16.2,,16.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",TP. Hồ Chí Minh,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,6.3,,6.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng bằng sông Cửu Long,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.3,,20.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Long An,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,17.3,,17.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tiền Giang,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,21.1,,21.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bến Tre,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.2,,20.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Trà Vinh,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.3,,20.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Vĩnh Long,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.1,,20.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng Tháp,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,21.7,,21.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",An Giang,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,20.8,,20.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Kiên Giang,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,19.9,,19.9,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cần Thơ,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,17.8,,17.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hậu Giang,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,22,,22,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Sóc Trăng,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,22.2,,22.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bạc Liêu,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,21.5,,21.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cà Mau,Chiều cao theo tuổi,,,,,,,,,,,,,,,,,,,,21,,21,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",CẢ NƯỚC,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,3.6,,3.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng bằng sông Hồng,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5,,5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Nội,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,3.2,,3.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Vĩnh Phúc,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.2,,5.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Ninh,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.6,,5.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Ninh,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.9,,4.9,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hải Dương,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.7,,5.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hải Phòng,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,3.8,,3.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hưng Yên,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.4,,5.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thái Bình,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.2,,6.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Nam,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.5,,5.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Nam Định(*),Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.3,,5.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Ninh Bình,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.8,,4.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Trung du và miền núi phía Bắc,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.1,,7.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Giang,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.7,,7.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cao Bằng,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.4,,6.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Kạn,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.5,,7.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tuyên Quang,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,8.8,,8.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lào Cai,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.4,,5.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Yên Bái,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,8.3,,8.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thái Nguyên,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.5,,6.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lạng Sơn,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.1,,7.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Giang,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.6,,6.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Thọ,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.5,,6.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Điện Biên,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.6,,7.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lai Châu,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.2,,6.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Sơn La,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.2,,7.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hòa Bình,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.4,,7.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Trung Bộ và Duyên hải miền Trung,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.1,,6.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thanh Hóa,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.5,,5.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Nghệ An,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.1,,6.1,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Tĩnh,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.3,,6.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Bình,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.5,,6.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Trị,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.9,,6.9,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thừa Thiên - Huế,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.6,,5.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đà Nẵng,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.3,,4.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Nam,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.6,,6.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Ngãi,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.8,,5.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Định,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.3,,4.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Yên,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.5,,7.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Khánh Hòa,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.8,,5.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Ninh Thuận,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.7,,7.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Thuận,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.8,,5.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Nguyên,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.7,,6.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Kon Tum,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.7,,6.7,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Gia Lai,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.5,,7.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Lắk,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.2,,7.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Nông,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.6,,6.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lâm Đồng,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.6,,5.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đông Nam Bộ,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.3,,4.3,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Phước,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,7.8,,7.8,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Ninh,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4,,4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Dương,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,3.2,,3.2,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng Nai,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.5,,4.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bà Rịa - Vũng Tàu,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.4,,4.4,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",TP. Hồ Chí Minh,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,1.9,,1.9,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng bằng sông Cửu Long,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,5.6,,5.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Long An,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,3.6,,3.6,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tiền Giang,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,6.5,,6.5,
"Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bến Tre,Cân nặng theo chiều cao,,,,,,,,,,,,,,,,,,,,4.8,,4.8,
